country,capital,continent_id,country_iata,photo,description
Slovakia,Bratislava,2,BTS,https://cdn.pixabay.com/photo/2015/10/05/14/42/river-972708_1280.jpg,"Discover the natural beauty and rich history of Slovakia, from the medieval castles of Bratislava to the rugged landscapes of the Tatra Mountains. Explore picturesque towns, hike through pristine national parks, and experience the unique culture of this charming country."
Slovenia,Ljubljana,2,LJU,https://cdn.pixabay.com/photo/2016/12/11/12/02/mountains-1899264_1280.jpg,"Explore the breathtaking landscapes and charming towns of Slovenia, from the crystal-clear waters of Lake Bled to the stunning caves of Postojna. Discover historic castles, hike through verdant forests, and sample delicious cuisine in this hidden gem of Europe."
Sweden,Stockholm,2,ARN,https://cdn.pixabay.com/photo/2022/01/02/19/43/port-6910972_1280.jpg,"Experience the natural beauty and cultural heritage of Sweden, from the vibrant city life of Stockholm to the pristine wilderness of Lapland. Explore historic Viking sites, sail through the Stockholm archipelago, and enjoy outdoor adventures in the Swedish countryside."
Switzerland,Bern,2,BRN,https://cdn.pixabay.com/photo/2016/09/19/22/46/lake-1681485_1280.jpg,"Discover the timeless beauty and scenic landscapes of Switzerland, from the majestic peaks of the Swiss Alps to the tranquil shores of Lake Geneva. Explore charming villages, ski in world-class resorts, and indulge in Swiss chocolate and cheese."
Ukraine,Kyiv,2,KBP,https://cdn.pixabay.com/photo/2022/07/12/18/04/child-7317938_1280.jpg,"Immerse yourself in the rich history and vibrant culture of Ukraine, where ancient cities, stunning landscapes, and warm hospitality await. Explore the historic streets of Kyiv, visit the colorful churches of Lviv, and discover the natural wonders of the Carpathian Mountains."
Antigua,St. John's,3,YYT,https://cdn.pixabay.com/photo/2017/01/26/18/56/caribbean-2011386_1280.jpg,"Experience the Caribbean paradise of Antigua, where pristine beaches, turquoise waters, and vibrant coral reefs await. Explore historic sites, indulge in delicious cuisine, and unwind in luxurious resorts on this idyllic island getaway."
Bahamas,Nassau,3,NAS,https://cdn.pixabay.com/photo/2013/08/12/18/10/staniel-cay-171908_1280.jpg,"Discover the tropical beauty and laid-back vibe of the Bahamas, with its stunning pink sand beaches, crystal-clear waters, and colorful coral reefs. Dive into exciting water sports, explore historic sites, and relax in luxurious island resorts."
Barbados,Bridgetown,3,BGI,https://cdn.pixabay.com/photo/2023/12/30/17/39/kombucha-8478515_1280.jpg,"Immerse yourself in the rich culture and natural beauty of Barbados, where lush tropical landscapes, vibrant festivals, and warm hospitality await. Explore historic plantations, relax on beautiful beaches, and savor delicious Caribbean cuisine."
Belize,Belmopan,3,BCV,https://cdn.pixabay.com/photo/2017/01/06/15/39/turtle-1958058_1280.jpg,"Experience the adventure and natural wonders of Belize, with its lush rainforests, ancient Mayan ruins, and diverse marine life. Dive into the Belize Barrier Reef, explore jungle trails, and discover the unique culture of this Central American gem."
Canada,Ottawa,3,YOW,https://cdn.pixabay.com/photo/2017/05/09/03/46/alberta-2297204_1280.jpg,"Explore the vast wilderness and vibrant cities of Canada, from the majestic Rocky Mountains to the bustling streets of Toronto. Discover breathtaking national parks, experience diverse cultures, and embark on unforgettable outdoor adventures in this vast and welcoming country."
Costa Rica,San Jose,3,SJO,https://cdn.pixabay.com/photo/2020/03/27/21/26/costa-rica-4975038_1280.jpg,"Dive into the eco-friendly paradise of Costa Rica, where lush rainforests, stunning beaches, and diverse wildlife await. Explore active volcanoes, zip-line through the canopy, and relax in natural hot springs on this unforgettable adventure."
Cuba,Havana,3,HAV,https://cdn.pixabay.com/photo/2016/02/13/13/11/oldtimer-1197800_1280.jpg,"Discover the timeless beauty and vibrant culture of Cuba, with its colorful colonial architecture, lively music scene, and pristine beaches. Explore historic Havana, dance to the rhythm of salsa, and immerse yourself in the rich history of this Caribbean island nation."
Dominica,Roseau,3,ROX,https://cdn.pixabay.com/photo/2017/11/06/16/43/beach-2924151_1280.jpg,"Experience the natural beauty and unspoiled landscapes of Dominica, with its lush rainforests, pristine waterfalls, and volcanic hot springs. Dive into crystal-clear rivers, hike through verdant valleys, and discover the authentic Caribbean charm of this hidden gem."
Dominican Republic,Santo Domingo,3,SDQ,https://cdn.pixabay.com/photo/2016/03/04/19/36/beach-1236581_1280.jpg,"Immerse yourself in the rich history and vibrant culture of the Dominican Republic, where stunning beaches, lively music, and warm hospitality await. Explore historic Santo Domingo, relax on pristine shores, and indulge in delicious Dominican cuisine."
El Salvador,San Salvador,3,SAL,https://cdn.pixabay.com/photo/2016/10/30/02/35/el-salvador-1782203_1280.jpg,"Discover the stunning beaches and lush landscapes of El Salvador, with its pristine coastline, vibrant cities, and rich Mayan heritage. Surf world-class waves, explore ancient ruins, and immerse yourself in the warm hospitality of this Central American gem."
Grenada,St. George's,3,GND,https://cdn.pixabay.com/photo/2016/12/27/19/29/caribbean-1934661_1280.jpg,"Experience the laid-back charm and natural beauty of Grenada, with its spice-scented air, turquoise waters, and lush rainforests. Explore historic forts, snorkel in colorful coral reefs, and unwind on secluded beaches in this Caribbean paradise."
Guatemala,Guatemala City,3,GUA,https://cdn.pixabay.com/photo/2020/03/31/11/59/sunrise-4987384_1280.jpg,"Immerse yourself in the rich Mayan culture and stunning natural beauty of Guatemala, with its ancient ruins, vibrant markets, and picturesque landscapes. Explore colorful colonial cities, hike through lush jungles, and discover the warmth of Guatemalan hospitality."
Haiti,Port-au-Prince,3,PAP,https://cdn.pixabay.com/photo/2013/02/09/07/17/haiti-79641_1280.jpg,"Experience the vibrant culture and captivating history of Haiti, with its bustling markets, lively music, and beautiful beaches. Explore historic landmarks, hike through lush mountains, and immerse yourself in the unique blend of African, French, and Caribbean influences."
Honduras,Tegucigalpa,3,TGU,https://cdn.pixabay.com/photo/2016/04/28/05/55/roatan-1358175_1280.jpg,"Discover the rich biodiversity and breathtaking landscapes of Honduras, with its pristine beaches, lush rainforests, and vibrant coral reefs. Dive into crystal-clear waters, explore ancient Mayan ruins, and experience the warmth of Honduran hospitality."
Jamaica,Kingston,3,KIN,https://cdn.pixabay.com/photo/2015/11/06/15/35/beach-1029014_960_720.jpg,"Dive into the laid-back vibes and rhythmic beats of Jamaica, with its reggae music, flavorful cuisine, and stunning beaches. Explore lush mountains, swim in turquoise waters, and experience the vibrant culture of this Caribbean gem."
Nicaragua,Managua,3,MGA,https://cdn.pixabay.com/photo/2017/04/25/10/24/volcano-2259249_1280.jpg,"Explore the diverse landscapes and rich culture of Nicaragua, with its colonial cities, volcanic landscapes, and pristine beaches. Surf world-class waves, hike up active volcanoes, and immerse yourself in the warmth of Nicaraguan hospitality."
Panama,Panama City,3,PTY,https://cdn.pixabay.com/photo/2019/08/06/12/15/beach-4388225_1280.jpg,"Experience the vibrant mix of modernity and tradition in Panama, with its iconic canal, lush rainforests, and cosmopolitan cities. Explore historic landmarks, cruise through tropical islands, and discover the natural wonders of this Central American paradise."
Saint Kitts,Basseterre,3,SKB,https://cdn.pixabay.com/photo/2017/07/22/15/41/flag-2529057_1280.jpg,"Explore the tranquil beauty of Saint Kitts, with its secluded beaches, lush rainforests, and charming colonial architecture. Dive into crystal-clear waters, hike through verdant landscapes, and experience the laid-back Caribbean vibe of this enchanting island."
Saint Lucia,Castries,3,SLU,https://cdn.pixabay.com/photo/2013/04/21/13/22/st-lucia-106112_1280.jpg,"Discover the romantic allure and natural splendor of Saint Lucia, with its iconic Pitons, pristine beaches, and lush rainforests. Snorkel in colorful coral reefs, hike to hidden waterfalls, and indulge in luxurious resorts on this idyllic Caribbean island."
Saint Vincent,Kingstown,3,SVD,https://cdn.pixabay.com/photo/2017/01/12/02/34/saint-vincent-1973547_1280.jpg,"Experience the unspoiled beauty and relaxed atmosphere of Saint Vincent, with its volcanic landscapes, turquoise waters, and lush rainforests. Dive into vibrant coral reefs, hike through tropical jungles, and discover the authentic Caribbean charm of this hidden gem."
Trinidad,Port of Spain,3,POS,https://cdn.pixabay.com/photo/2017/05/30/09/20/beach-2356300_1280.jpg,"Explore the vibrant culture and stunning landscapes of Trinidad, with its lively festivals, diverse wildlife, and beautiful beaches. Dance to the rhythm of calypso, explore exotic bird sanctuaries, and experience the warm hospitality of Trinidadian locals."
Argentina,Buenos Aires,4,EZE,https://cdn.pixabay.com/photo/2014/12/29/23/30/glacier-583419_1280.jpg,"Immerse yourself in the rich history and vibrant culture of Argentina, with its tango music, world-class cuisine, and stunning natural wonders. Explore bustling cities, hike in the Andes mountains, and discover the breathtaking beauty of Patagonia."
Bolivia,Sucre,4,SRE,https://cdn.pixabay.com/photo/2020/03/10/13/53/flamingos-4919079_1280.jpg,"Explore the breathtaking landscapes of Bolivia, from the otherworldly Salar de Uyuni to the lush Amazon rainforest. Immerse yourself in indigenous cultures, trek through rugged mountains, and marvel at colonial architecture in cities like Sucre and La Paz."
Brazil,Brasília,4,BSB,https://cdn.pixabay.com/photo/2017/01/08/19/30/rio-de-janeiro-1963744_1280.jpg,"Embark on an adventure in Brazil, home to the vibrant rhythms of samba, stunning beaches of Rio de Janeiro, and the lush biodiversity of the Amazon rainforest. Experience the awe-inspiring Iguazu Falls, vibrant street art scene, and diverse culinary delights."
Chile,Santiago,4,SCL,https://cdn.pixabay.com/photo/2016/06/17/18/45/nature-1463830_1280.jpg,"Discover the diverse landscapes of Chile, from the arid Atacama Desert to the icy fjords of Patagonia. Explore vibrant cities like Santiago and Valparaiso, hike in the stunning Andes mountains, and taste world-class wines in the vineyards of the Central Valley."
Colombia,Bogotá,4,BOG,https://cdn.pixabay.com/photo/2017/10/24/12/45/spider-2884460_1280.jpg,"Experience the magic of Colombia, where colonial towns like Cartagena blend with vibrant cities like Bogotá. Trek to the Lost City of Teyuna, explore the lush coffee region, and soak in the Caribbean vibes of places like Santa Marta and Medellín."
Ecuador,Quito,4,UIO,https://cdn.pixabay.com/photo/2021/11/13/18/02/lake-6791971_1280.jpg,"Immerse yourself in the natural wonders of Ecuador, from the wildlife-rich Galapagos Islands to the cloud forests of Mindo. Hike the volcanic peaks of the Andes, explore indigenous markets in Otavalo, and wander through the charming streets of Quito's old town."
Guyana,Georgetown,4,GEO,https://cdn.pixabay.com/photo/2013/02/12/19/44/guyana-80836_1280.jpg,"Discover the hidden gems of Guyana, with its pristine rainforests, stunning waterfalls, and diverse wildlife. Trek to Kaieteur Falls, explore the untouched wilderness of the Rupununi Savannah, and encounter unique birdlife in the Iwokrama Forest."
Paraguay,Asunción,4,ASU,https://cdn.pixabay.com/photo/2017/04/07/18/18/paraguay-2211577_1280.jpg,"Experience the charm of Paraguay, with its colonial towns, Jesuit missions, and scenic landscapes. Discover the historic streets of Asunción, explore the remote wilderness of the Chaco region, and relax on the beaches of the Paraná River."
Peru,Lima,4,LIM,https://cdn.pixabay.com/photo/2015/02/19/00/38/peru-641632_1280.jpg,"Journey through the ancient landscapes of Peru, where the Andes meet the Amazon rainforest. Explore the majestic ruins of Machu Picchu, sail on Lake Titicaca, and sample delicious ceviche in Lima's vibrant food scene."
Suriname,Paramaribo,4,PBM,https://cdn.pixabay.com/photo/2013/11/26/20/20/koti-218909_1280.jpg,"Uncover the hidden treasures of Suriname, a melting pot of cultures nestled in the heart of the Amazon rainforest. Explore the colonial architecture of Paramaribo, venture into pristine jungle reserves, and encounter diverse wildlife along the Suriname River."
Uruguay,Montevideo,4,MVD,https://cdn.pixabay.com/photo/2021/08/23/22/20/sea-6568951_1280.jpg,"Experience the laid-back charm of Uruguay, with its pristine beaches, historic towns, and vibrant cultural scene. Relax in the trendy neighborhoods of Montevideo, unwind in the coastal resort of Punta del Este, and savor delicious grilled meats in traditional asados."
Venezuela,Caracas,4,CCS,https://cdn.pixabay.com/photo/2020/02/29/17/42/uruburu-4890747_1280.jpg,"Discover the natural beauty of Venezuela, from the towering peaks of the Andes to the stunning beaches of the Caribbean coast. Explore the wildlife-rich plains of the Llanos, trek to the summit of Mount Roraima, and relax on the idyllic shores of Los Roques National Park."
Algeria,Algiers,5,ALG,https://cdn.pixabay.com/photo/2019/09/20/23/47/sand-4492751_1280.jpg,"Immerse yourself in the rich history and stunning landscapes of Algeria, from the ancient ruins of Timgad to the vast Sahara Desert. Explore bustling souks, wander through picturesque kasbahs, and marvel at the majestic beauty of the Hoggar Mountains."
Angola,Luanda,5,LAD,https://cdn.pixabay.com/photo/2014/10/30/19/21/angola-509598_1280.jpg,"Discover the diverse landscapes and vibrant culture of Angola, from the pristine beaches of Luanda to the lush rainforests of Kissama National Park. Explore colonial architecture, encounter unique wildlife, and experience the rhythms of traditional music."
Benin,Porto-Novo,5,COO,https://cdn.pixabay.com/photo/2017/01/04/22/44/benin-1953480_1280.jpg,"Experience the warm hospitality and natural beauty of Benin, with its bustling markets, ancient voodoo temples, and pristine beaches along the Gulf of Guinea. Explore vibrant cities, discover historic slave routes, and immerse yourself in Beninese culture."
Botswana,Gaborone,5,GBE,https://cdn.pixabay.com/photo/2017/04/10/18/36/botswana-2219379_1280.jpg,"Embark on an unforgettable safari adventure in Botswana, home to the majestic Okavango Delta, Chobe National Park, and the Kalahari Desert. Encounter incredible wildlife, from elephants and lions to hippos and giraffes, and experience the magic of the African wilderness."
Burkina Faso,Ouagadougou,5,OUA,https://cdn.pixabay.com/photo/2013/11/04/12/11/children-205219_1280.jpg,"Explore the rich cultural heritage and stunning landscapes of Burkina Faso, from the colorful markets of Ouagadougou to the ancient ruins of Loropéni. Experience traditional music and dance, trek through scenic countryside, and discover the warmth of Burkinabé hospitality."
Burundi,Bujumbura,5,BJM,https://cdn.pixabay.com/photo/2022/05/05/14/57/rice-7176354_1280.jpg,"Journey to the heart of Africa in Burundi, with its lush green hills, crystal-clear lakes, and vibrant cultural heritage. Explore bustling markets, relax on serene beaches, and trek through dense forests teeming with wildlife."
Cabo Verde,Praia,5,RAI,https://cdn.pixabay.com/photo/2015/03/17/22/47/fisherman-678467_1280.jpg,"Experience the natural beauty and laid-back charm of Cabo Verde, with its pristine beaches, vibrant music scene, and colorful colonial towns. Explore volcanic landscapes, hike scenic trails, and immerse yourself in the vibrant Creole culture."
Cameroon,Yaoundé,5,NSI,https://cdn.pixabay.com/photo/2022/07/10/10/46/sheep-7312605_1280.jpg,"Discover the diverse landscapes and rich cultural heritage of Cameroon, from the lush rainforests of the south to the rugged mountains of the north. Encounter unique wildlife, explore bustling markets, and experience the rhythms of Cameroonian music."
Central African Republic,Bangui,5,BGF,https://cdn.pixabay.com/photo/2017/08/28/19/08/international-2690964_1280.jpg,"Journey into the heart of Africa's wilderness in the Central African Republic, with its vast savannas, dense rainforests, and diverse wildlife. Explore remote national parks, encounter rare species such as forest elephants and gorillas, and experience the traditional way of life."
Chad,N'Djamena,5,NDJ,https://cdn.pixabay.com/photo/2017/08/28/19/09/international-2690973_1280.jpg,"Explore the breathtaking landscapes and vibrant culture of Chad, with its stunning desert dunes, lush oases, and picturesque lakes. Experience traditional nomadic life, encounter unique wildlife in national parks, and immerse yourself in Chad's rich cultural heritage."
Comoros,Moroni,5,YVA,https://cdn.pixabay.com/photo/2017/08/28/19/12/international-2690993_1280.jpg,"Explore the hidden gems of Comoros, a tropical paradise in the Indian Ocean boasting pristine beaches, vibrant coral reefs, and lush volcanic landscapes. Immerse yourself in local culture, savor exotic cuisine, and relax in luxury resorts."
Democratic Republic of the Congo,Kinshasa,5,FIH,https://cdn.pixabay.com/photo/2017/08/29/12/22/international-2693102_1280.jpg,"Embark on a journey of discovery in the Democratic Republic of the Congo, home to dense rainforests, awe-inspiring wildlife, and the mighty Congo River. Trek through lush jungles, encounter rare mountain gorillas, and experience vibrant Congolese culture."
Djibouti,Djibouti ,5,JIB,https://cdn.pixabay.com/photo/2013/07/05/12/09/djibouti-143451_1280.jpg,"Dive into the rich history and stunning landscapes of Djibouti, a land of rugged mountains, sparkling beaches, and otherworldly salt flats. Snorkel in crystal-clear waters, explore ancient cities, and marvel at the surreal landscapes of Lake Assal."
Egypt,Cairo,5,CAI,https://cdn.pixabay.com/photo/2023/12/30/17/39/kombucha-8478515_1280.jpg,"Experience the wonders of ancient Egypt, where millennia-old monuments stand testament to a glorious past. Explore the iconic pyramids of Giza, cruise the timeless Nile River, and immerse yourself in the bustling bazaars of Cairo."
Equatorial Guinea,Malabo,5,SSG,https://cdn.pixabay.com/photo/2016/10/17/03/51/autumn-1746883_1280.jpg,"Discover the unspoiled beauty of Equatorial Guinea, with its lush rainforests, pristine beaches, and vibrant cultural heritage. Trek through dense jungles, encounter unique wildlife, and relax on secluded islands in the Gulf of Guinea."
Eritrea,Asmara,5,ASM,https://cdn.pixabay.com/photo/2013/10/12/16/06/ghinda-194478_1280.jpg,"Journey to the unique landscapes of Eritrea, where rugged mountains, pristine coastline, and ancient ruins await. Explore colorful markets, dive among vibrant coral reefs, and trek through breathtaking highland scenery."
Eswatini,Mbabane,5,MTS,https://cdn.pixabay.com/photo/2020/01/27/07/44/poverty-4796642_1280.jpg,"Experience the charm of Eswatini, a kingdom of rolling hills, traditional villages, and abundant wildlife. Visit the royal residences of Mbabane and Lobamba, embark on safari adventures in Mlilwane Wildlife Sanctuary, and immerse yourself in Swazi culture."
Ethiopia,Addis Ababa,5,ADD,https://cdn.pixabay.com/photo/2015/02/12/20/39/africa-634224_1280.jpg,"Explore the diverse landscapes and rich cultural heritage of Ethiopia, from the rugged Simien Mountains to the ancient rock-hewn churches of Lalibela. Trek through stunning landscapes, encounter unique wildlife, and discover Ethiopia's fascinating history."
Gabon,Libreville,5,LBV,https://cdn.pixabay.com/photo/2013/03/04/04/59/libreville-89814_1280.jpg,"Discover the pristine wilderness of Gabon, home to lush rainforests, pristine beaches, and diverse wildlife. Explore remote national parks, encounter rare species such as forest elephants and gorillas, and relax on secluded beaches."
Gambia,Banjul,5,BJL,https://cdn.pixabay.com/photo/2014/01/07/09/08/gambia-239849_1280.jpg,"Experience the natural beauty and vibrant culture of The Gambia, with its lush mangroves, golden beaches, and bustling markets. Cruise along the tranquil River Gambia, spot exotic birdlife in national parks, and immerse yourself in Gambian hospitality."
Ghana,Accra,5,ACC,https://cdn.pixabay.com/photo/2020/03/29/21/57/africa-4982357_1280.jpg,"Immerse yourself in the rich history and cultural diversity of Ghana, with its ancient forts, lively markets, and vibrant festivals. Explore historic cities, relax on palm-fringed beaches, and experience the warmth of Ghanaian hospitality."
Guinea,Conakry,5,CKY,https://cdn.pixabay.com/photo/2014/01/11/23/40/guinea-pig-242520_1280.jpg,"Journey into the heart of West Africa in Guinea, with its stunning landscapes, vibrant markets, and rich cultural heritage. Explore the misty highlands of Fouta Djallon, encounter unique wildlife in national parks, and experience traditional Guinean music and dance."
Guinea-Bissau,Bissau,5,OXB,https://cdn.pixabay.com/photo/2014/09/14/01/34/girl-444688_1280.jpg,"Discover the hidden treasures of Guinea-Bissau, with its pristine beaches, lush mangroves, and vibrant culture. Explore remote islands, encounter unique wildlife in national parks, and immerse yourself in the laid-back atmosphere of Bissau."
Ivory Coast,Abidjan ,5,ABJ,https://cdn.pixabay.com/photo/2020/07/28/15/32/child-5445463_1280.jpg,"Immerse yourself in the vibrant culture and stunning landscapes of Ivory Coast, where bustling markets, lively music, and beautiful beaches await. Explore the vibrant streets of Abidjan, relax on the shores of Grand-Bassam, and trek through lush rainforests."
Kenya,Nairobi,5,NBO,https://cdn.pixabay.com/photo/2016/12/05/11/39/zebras-1883654_1280.jpg,"Embark on a safari adventure in Kenya, home to the iconic Maasai Mara and diverse wildlife. Witness the Great Migration, visit bustling Nairobi, and relax on the palm-fringed beaches of the coast."
Lesotho,Maseru,5,MAF,https://cdn.pixabay.com/photo/2015/09/06/17/19/lesotho-927558_1280.jpg,"Experience the rugged beauty of Lesotho, known as the ""Kingdom in the Sky,"" with its towering mountains, traditional villages, and breathtaking scenery. Explore the stunning Drakensberg range, go pony trekking in Semonkong, and immerse yourself in Basotho culture."
Liberia,Monrovia,5,ROB,https://cdn.pixabay.com/photo/2023/12/30/17/39/kombucha-8478515_1280.jpg,"Discover the rich history and vibrant culture of Liberia, from its beautiful beaches to its lush rainforests. Visit historic sites in Monrovia, relax on the pristine shores of Robertsport, and trek through the Sapo National Park."
Libya,Tripoli,5,TIP,https://cdn.pixabay.com/photo/2012/11/28/09/26/oasis-67549_1280.jpg,"Explore the ancient ruins and stunning landscapes of Libya, from the Roman city of Leptis Magna to the dramatic Sahara Desert. Marvel at the rock art of the Acacus Mountains, wander through the historic medina of Tripoli, and camp under the stars in the desert."
Madagascar,Antananarivo,5,TNR,https://cdn.pixabay.com/photo/2016/11/03/15/11/lemur-1794519_1280.jpg,"Experience the unique biodiversity of Madagascar, with its diverse ecosystems, endemic wildlife, and stunning landscapes. Explore the Avenue of the Baobabs, trek through dense rainforests in search of lemurs, and relax on idyllic beaches."
Malawi,Lilongwe,5,LLW,https://cdn.pixabay.com/photo/2017/02/06/12/07/malawi-2042844_1280.jpg,"Discover the warm hospitality and stunning scenery of Malawi, known as the ""Warm Heart of Africa."" Explore the crystal-clear waters of Lake Malawi, go hiking in the scenic highlands, and embark on safari adventures in national parks."
Mali,Bamako,5,BKO,https://cdn.pixabay.com/photo/2015/11/06/15/50/globe-1029213_1280.jpg,"Journey through the rich history and vibrant culture of Mali, home to ancient cities, bustling markets, and traditional music. Explore the legendary city of Timbuktu, visit the historic mosques of Djenne, and experience the colorful festivals of Bamako."
Mauritania,Nouakchott,5,NKC,https://cdn.pixabay.com/photo/2023/12/30/17/39/kombucha-8478515_1280.jpg,"Experience the rugged beauty of Mauritania, with its vast desert landscapes, ancient caravan routes, and stunning oases. Visit the UNESCO World Heritage Site of Chinguetti, ride a camel across the dunes of the Sahara, and camp under the stars in the desert."
Mauritius,Port Louis,5,MRU,https://cdn.pixabay.com/photo/2019/09/24/14/29/long-tailed-macaque-4501437_1280.jpg,"Indulge in luxury and natural beauty in Mauritius, with its pristine beaches, turquoise waters, and lush rainforests. Relax in luxury resorts, snorkel in coral reefs, and hike to stunning waterfalls in Black River Gorges National Park."
Morocco,Rabat,5,RBA,https://cdn.pixabay.com/photo/2017/05/27/22/33/morocco-2349647_1280.jpg,"Explore the vibrant colors and rich flavors of Morocco, where bustling souks, ancient medinas, and stunning desert landscapes await. Wander through the labyrinthine streets of Marrakech, camp in the Sahara Desert, and trek in the High Atlas Mountains."
Mozambique,Maputo,5,MPM,https://cdn.pixabay.com/photo/2014/10/30/19/17/woman-509588_1280.jpg,"Discover the stunning coastline and diverse wildlife of Mozambique, with its pristine beaches, vibrant coral reefs, and abundant marine life. Dive in crystal-clear waters, relax on remote islands, and explore historic Portuguese colonial towns."
Namibia,Windhoek,5,WDH,https://cdn.pixabay.com/photo/2016/01/30/17/41/elephants-1170108_1280.jpg,"Experience the vast wilderness and unique wildlife of Namibia, from the towering dunes of Sossusvlei to the rugged Skeleton Coast. Explore the ancient rock art of Twyfelfontein, marvel at the wildlife of Etosha National Park, and trek in the majestic Fish River Canyon."
Niger,Niamey,5,NIM,https://cdn.pixabay.com/photo/2013/02/12/14/59/niger-80758_1280.jpg,"Explore the rugged beauty and cultural richness of Niger, where vast deserts, ancient cities, and vibrant markets await. Discover the majestic sand dunes of the Sahara, wander through historic Agadez, and experience traditional Tuareg hospitality."
Nigeria,Abuja,5,ABV,https://cdn.pixabay.com/photo/2019/11/15/13/22/lady-4628418_1280.jpg,"Immerse yourself in the vibrant energy and diverse landscapes of Nigeria, from bustling cities to stunning natural wonders. Explore the colorful markets of Lagos, hike through lush rainforests, and relax on palm-fringed beaches."
Republic of the Congo,Brazzaville,5,BZV,https://cdn.pixabay.com/photo/2017/08/29/12/22/international-2693102_1280.jpg,"Discover the lush rainforests and vibrant culture of the Republic of the Congo, where dense jungles, winding rivers, and diverse wildlife await. Trek through pristine wilderness in Odzala National Park, cruise along the Congo River, and immerse yourself in local traditions."
Rwanda,Kigali,5,KGL,https://cdn.pixabay.com/photo/2023/01/05/22/35/flower-7700011_1280.jpg,"Experience the breathtaking beauty and remarkable resilience of Rwanda, known as the ""Land of a Thousand Hills."" Explore the lush forests of Volcanoes National Park, track endangered mountain gorillas, and learn about the country's inspiring post-genocide recovery."
Sao Tome,São Tomé,5,TMS,https://cdn.pixabay.com/photo/2016/11/20/08/34/buildings-1842205_1280.jpg,"Escape to the pristine paradise of Sao Tome and Principe, with its lush rainforests, secluded beaches, and stunning biodiversity. Explore hidden waterfalls, snorkel in crystal-clear waters, and relax in luxurious eco-lodges."
Senegal,Dakar,5,DKR,https://cdn.pixabay.com/photo/2020/02/02/09/13/boat-4812434_1280.jpg,"Discover the vibrant culture and stunning landscapes of Senegal, where bustling markets, historic sites, and beautiful beaches await. Explore the vibrant streets of Dakar, visit colorful fishing villages, and relax on the shores of the Casamance."
Seychelles,Victoria,5,SEZ,https://cdn.pixabay.com/photo/2019/06/01/22/01/seychelles-4245171_1280.jpg,"Indulge in luxury and natural beauty in the Seychelles, with its pristine beaches, turquoise waters, and lush tropical forests. Relax in exclusive resorts, snorkel in vibrant coral reefs, and hike to breathtaking viewpoints."
Sierra Leone,Freetown,5,FNA,https://cdn.pixabay.com/photo/2015/04/15/19/15/vulture-724431_1280.jpg,"Experience the rich history and natural beauty of Sierra Leone, with its stunning beaches, lush rainforests, and vibrant culture. Explore historic Freetown, relax on pristine beaches, and trek through the scenic interior."
Somalia,Mogadishu,5,MGQ,https://cdn.pixabay.com/photo/2016/05/27/20/45/man-1420612_1280.jpg,"Explore the rich history and vibrant culture of Somalia, with its ancient cities, historic landmarks, and stunning coastline. Visit the bustling markets of Mogadishu, explore the ruins of ancient cities, and relax on pristine beaches."
South Africa,Cape Town,5,CPT,https://cdn.pixabay.com/photo/2017/05/08/15/11/capetown-2295679_1280.jpg,"Discover the diverse landscapes and vibrant cultures of South Africa, from iconic wildlife safaris to stunning coastal scenery. Explore the vibrant streets of Cape Town, go on safari in Kruger National Park, and visit the breathtaking Drakensberg Mountains."
South Sudan,Juba,5,JUB,https://cdn.pixabay.com/photo/2016/04/15/16/06/army-1331327_1280.jpg,"Experience the untamed wilderness and cultural diversity of South Sudan, with its vast savannahs, dense forests, and diverse ethnic groups. Explore remote national parks, meet traditional tribes, and embark on epic wildlife adventures."
Sudan,Khartoum,5,KRT,https://cdn.pixabay.com/photo/2016/04/15/16/06/army-1331327_1280.jpg,"Journey through the ancient history and stunning landscapes of Sudan, with its majestic pyramids, vast deserts, and lush Nile Valley. Explore the archaeological sites of Meroe and Nubia, cruise along the Nile River, and camp under the stars in the desert."
Tanzania,Dodoma,5,DOD,https://cdn.pixabay.com/photo/2014/12/12/19/45/lion-565820_1280.jpg,"Embark on an unforgettable safari adventure in Tanzania, home to the iconic Serengeti National Park and majestic Mount Kilimanjaro. Explore pristine beaches in Zanzibar, witness the Great Migration, and immerse yourself in vibrant Maasai culture."
Togo,Lomé,5,LFW,https://cdn.pixabay.com/photo/2016/08/02/17/35/woman-1564294_1280.jpg,"Experience the warm hospitality and rich cultural heritage of Togo, with its vibrant markets, stunning beaches, and lush countryside. Discover traditional voodoo ceremonies, hike through dense forests, and relax on palm-fringed shores."
Tunisia,Tunis,5,TUN,https://cdn.pixabay.com/photo/2022/04/22/18/18/sand-7150369_1280.jpg,"Delight in the rich history and stunning landscapes of Tunisia, where ancient ruins, bustling souks, and beautiful Mediterranean beaches await. Explore the ancient city of Carthage, wander through charming medinas, and soak up the sun along the coast."
Uganda,Kampala,5,EBB,https://cdn.pixabay.com/photo/2017/01/20/13/01/africa-1994846_1280.jpg,"Immerse yourself in the natural beauty and diverse wildlife of Uganda, known as the ""Pearl of Africa."" Trek through dense jungles to encounter mountain gorillas, cruise along the Nile River, and explore the savannahs of Queen Elizabeth National Park."
Zambia,Lusaka,5,LUN,https://cdn.pixabay.com/photo/2017/04/13/09/11/waterfall-2227010_1280.jpg,"Explore the wild beauty and vibrant culture of Zambia, with its iconic Victoria Falls, abundant wildlife, and rich cultural heritage. Go on safari in South Luangwa National Park, marvel at the Zambezi River, and visit traditional villages."
